2017-12-24; 14:27:54; 45.08
2017-12-24; 14:28:23; 45.1
2017-12-24; 14:42:23; 44.5
2017-12-24; 14:42:52; 45.1
2017-12-24; 14:48:54; 45.1
2017-12-24; 14:49:08; 45.1
2017-12-24; 14:50:02; 45.1
2017-12-24; 14:51:51; 52.6
2017-12-24; 15:00:02; 47.2
2017-12-24; 15:10:03; 45.1
2017-12-24; 15:20:02; 44.0
2017-12-24; 15:30:02; 44.0
2017-12-24; 15:40:02; 44.5
2017-12-24; 15:50:02; 45.1
2017-12-24; 16:00:02; 46.2
2017-12-24; 16:10:03; 44.0
2017-12-24; 16:20:03; 45.1
2017-12-24; 16:30:03; 44.5
2017-12-24; 16:40:02; 44.0
2017-12-24; 16:50:03; 45.1
2017-12-24; 17:00:03; 46.2
2017-12-24; 17:10:03; 45.1
2017-12-24; 17:20:03; 45.1
2017-12-24; 17:30:02; 44.0
2017-12-24; 17:40:02; 44.5
2017-12-24; 17:50:03; 45.1
2017-12-24; 18:00:02; 46.2
2017-12-24; 18:10:02; 44.5
2017-12-24; 18:20:02; 45.1
2017-12-24; 18:30:02; 44.0
2017-12-24; 18:40:02; 44.5
2017-12-24; 18:50:02; 44.0
2017-12-24; 19:00:03; 46.2
2017-12-24; 19:10:02; 45.1
2017-12-24; 19:20:02; 44.0
2017-12-24; 19:30:02; 44.5
2017-12-24; 19:40:03; 44.0
2017-12-24; 19:50:02; 44.0
2017-12-24; 20:00:03; 45.6
2017-12-24; 20:10:02; 44.0
2017-12-24; 20:20:03; 44.0
2017-12-24; 20:30:03; 44.0
2017-12-24; 20:40:03; 44.0
2017-12-24; 20:50:02; 45.1
2017-12-24; 21:00:02; 46.2
2017-12-24; 21:10:02; 44.0
2017-12-24; 21:20:02; 48.9
2017-12-24; 21:30:02; 45.1
2017-12-24; 21:40:02; 45.1
2017-12-24; 21:50:03; 44.5
2017-12-24; 22:00:02; 46.2
2017-12-24; 22:10:02; 44.0
2017-12-24; 22:20:03; 44.0
2017-12-24; 22:30:02; 44.5
2017-12-24; 22:40:02; 45.1
2017-12-24; 22:50:02; 44.0
2017-12-24; 23:00:03; 46.2
2017-12-24; 23:10:02; 45.1
2017-12-24; 23:20:03; 44.0
2017-12-24; 23:30:02; 45.1
2017-12-24; 23:40:02; 44.5
2017-12-24; 23:50:02; 44.0
2017-12-25; 00:00:03; 55.8
2017-12-25; 00:10:05; 58.0
2017-12-25; 00:20:04; 58.0
2017-12-25; 00:30:05; 59.6
2017-12-25; 00:40:03; 47.8
2017-12-25; 00:50:03; 46.2
2017-12-25; 01:00:03; 46.7
2017-12-25; 01:10:02; 45.1
2017-12-25; 01:20:03; 44.5
2017-12-25; 01:30:03; 44.5
2017-12-25; 01:40:03; 43.5
2017-12-25; 01:50:02; 44.5
2017-12-25; 02:00:03; 46.2
2017-12-25; 02:10:03; 44.0
2017-12-25; 02:20:03; 44.0
2017-12-25; 02:30:03; 44.0
2017-12-25; 02:40:03; 44.0
2017-12-25; 02:50:03; 44.0
2017-12-25; 03:00:03; 46.2
2017-12-25; 03:10:03; 44.5
2017-12-25; 03:20:02; 44.5
2017-12-25; 03:30:02; 44.0
2017-12-25; 03:40:03; 44.0
2017-12-25; 03:50:03; 45.1
2017-12-25; 04:00:03; 46.7
2017-12-25; 04:10:02; 44.5
2017-12-25; 04:20:02; 44.5
2017-12-25; 04:30:03; 44.5
2017-12-25; 04:40:02; 44.5
2017-12-25; 04:50:03; 44.5
2017-12-25; 05:00:03; 45.6
2017-12-25; 05:10:03; 44.0
2017-12-25; 05:20:03; 44.0
2017-12-25; 05:30:03; 43.5
2017-12-25; 05:40:03; 44.5
2017-12-25; 05:50:02; 44.5
2017-12-25; 06:00:03; 46.2
2017-12-25; 06:10:03; 44.5
2017-12-25; 06:20:02; 44.5
2017-12-25; 06:30:03; 44.0
2017-12-25; 06:40:03; 44.0
2017-12-25; 06:50:02; 44.0
2017-12-25; 07:00:02; 46.2
2017-12-25; 07:10:03; 44.0
2017-12-25; 07:20:02; 44.0
2017-12-25; 07:30:03; 47.2
2017-12-25; 07:40:03; 44.5
2017-12-25; 07:50:03; 44.0
2017-12-25; 08:00:02; 46.2
2017-12-25; 08:10:03; 44.0
2017-12-25; 08:20:03; 44.0
2017-12-25; 08:30:03; 44.0
2017-12-25; 08:40:02; 44.5
2017-12-25; 08:50:03; 44.0
2017-12-25; 09:00:02; 46.2
2017-12-25; 09:10:02; 45.1
2017-12-25; 09:20:02; 44.5
2017-12-25; 09:30:03; 44.5
2017-12-25; 09:40:02; 44.5
2017-12-25; 09:50:02; 44.0
2017-12-25; 10:00:03; 46.2
2017-12-25; 10:10:03; 44.0
2017-12-25; 10:20:03; 44.0
2017-12-25; 10:30:03; 45.1
2017-12-25; 10:40:03; 44.5
2017-12-25; 10:50:03; 44.0
2017-12-25; 10:55:42; 44.0
2017-12-25; 10:58:51; 44.0
2017-12-25; 10:59:33; 44.5
2017-12-25; 11:00:03; 47.2
2017-12-25; 11:10:06; 45.1
2017-12-25; 11:20:02; 44.5
2017-12-25; 11:30:02; 44.5
2017-12-25; 11:40:03; 43.5
2017-12-25; 11:50:02; 44.5
2017-12-25; 12:00:03; 46.2
2017-12-25; 12:10:03; 44.0
2017-12-25; 12:20:02; 44.5
2017-12-25; 12:30:02; 44.5
2017-12-25; 12:40:03; 44.5
2017-12-25; 12:50:03; 44.0
2017-12-25; 13:00:03; 45.6
2017-12-25; 13:10:02; 44.0
2017-12-25; 13:20:02; 45.1
2017-12-25; 13:30:03; 45.1
2017-12-25; 13:40:03; 45.1
2017-12-25; 13:50:02; 44.5
2017-12-25; 14:00:03; 46.7
2017-12-25; 14:10:03; 44.5
2017-12-25; 14:20:02; 45.1
2017-12-25; 14:30:03; 44.5
2017-12-25; 14:40:03; 45.1
2017-12-25; 14:50:03; 45.1
2017-12-25; 15:00:03; 45.6
2017-12-25; 15:10:02; 45.6
2017-12-25; 15:20:02; 45.1
2017-12-25; 15:30:02; 44.5
2017-12-25; 15:40:02; 44.5
2017-12-25; 15:50:03; 45.1
2017-12-25; 16:00:03; 46.2
2017-12-25; 16:10:02; 44.5
2017-12-25; 16:20:02; 45.1
2017-12-25; 16:30:02; 45.1
2017-12-25; 16:40:02; 45.1
2017-12-25; 16:50:02; 45.1
2017-12-25; 17:00:02; 46.2
2017-12-25; 17:10:03; 44.5
2017-12-25; 17:20:03; 45.1
2017-12-25; 17:30:03; 44.5
2017-12-25; 17:40:03; 44.5
2017-12-25; 17:50:02; 43.5
2017-12-25; 18:00:02; 46.2
2017-12-25; 18:10:03; 45.1
2017-12-25; 18:20:03; 45.1
2017-12-25; 18:30:02; 45.1
2017-12-25; 18:40:02; 44.0
2017-12-25; 18:50:03; 44.0
2017-12-25; 19:00:03; 45.6
2017-12-25; 19:10:02; 44.5
2017-12-25; 19:20:03; 44.0
2017-12-25; 19:30:03; 44.0
2017-12-25; 19:40:03; 44.0
2017-12-25; 19:50:02; 44.0
2017-12-25; 20:00:03; 45.6
2017-12-25; 20:10:03; 44.5
2017-12-25; 20:20:03; 44.0
2017-12-25; 20:30:03; 44.0
2017-12-25; 20:40:03; 44.0
2017-12-25; 20:50:03; 44.5
2017-12-25; 21:00:02; 46.2
2017-12-25; 21:10:02; 44.0
2017-12-25; 21:20:03; 44.5
2017-12-25; 21:30:03; 44.0
2017-12-25; 21:40:03; 44.5
2017-12-25; 21:50:02; 45.1
2017-12-25; 22:00:03; 46.2
2017-12-25; 22:10:02; 44.5
2017-12-25; 22:20:02; 44.5
2017-12-25; 22:30:02; 44.0
2017-12-25; 22:40:02; 44.5
2017-12-25; 22:50:03; 44.5
2017-12-25; 23:00:03; 46.2
2017-12-25; 23:10:02; 44.5
2017-12-25; 23:20:03; 44.5
2017-12-25; 23:30:03; 44.5
2017-12-25; 23:40:02; 44.5
2017-12-25; 23:50:02; 44.5
2017-12-26; 00:00:03; 48.3
2017-12-26; 00:10:06; 56.9
2017-12-26; 00:20:05; 58.0
2017-12-26; 00:30:06; 56.9
2017-12-26; 00:40:02; 48.3
2017-12-26; 00:50:03; 46.2
2017-12-26; 01:00:02; 47.2
2017-12-26; 01:10:03; 45.1
2017-12-26; 01:20:03; 44.0
2017-12-26; 01:30:03; 44.5
2017-12-26; 01:40:02; 44.0
2017-12-26; 01:50:03; 44.5
2017-12-26; 02:00:03; 45.6
2017-12-26; 02:10:02; 44.5
2017-12-26; 02:20:02; 44.0
2017-12-26; 02:30:03; 44.0
2017-12-26; 02:40:03; 45.1
2017-12-26; 02:50:03; 44.0
2017-12-26; 03:00:02; 45.6
2017-12-26; 03:10:03; 44.5
2017-12-26; 03:20:02; 44.0
2017-12-26; 03:30:02; 44.0
2017-12-26; 03:40:03; 44.0
2017-12-26; 03:50:02; 44.0
2017-12-26; 04:00:02; 45.1
2017-12-26; 04:10:03; 44.5
2017-12-26; 04:20:03; 44.0
2017-12-26; 04:30:02; 45.1
2017-12-26; 04:40:02; 45.1
2017-12-26; 04:50:02; 44.0
2017-12-26; 05:00:02; 45.6
2017-12-26; 05:10:03; 44.0
2017-12-26; 05:20:02; 44.0
2017-12-26; 05:30:02; 44.0
2017-12-26; 05:40:03; 44.0
2017-12-26; 05:50:02; 44.0
2017-12-26; 06:00:03; 45.6
